id,code,description,category
1379,D239,"BENIGN NEOPLASM: SKIN, UNSPECIFIED",2
1380,D24X,BENIGN NEOPLASM OF BREAST,2
1381,D250,SUBMUCOUS LEIOMYOMA OF UTERUS,2
1382,D251,INTRAMURAL LEIOMYOMA OF UTERUS,2
1383,D252,SUBSEROSAL LEIOMYOMA OF UTERUS,2
1384,D259,"LEIOMYOMA OF UTERUS, UNSPECIFIED",2
1385,D260,OTHER BENIGN NEOPLASM: CERVIX UTERI,2
1386,D261,OTHER BENIGN NEOPLASM: CORPUS UTERI,2
1387,D267,OTHER BENIGN NEOPLASM: OTHER PARTS OF UTERUS,2
1388,D269,"OTHER BENIGN NEOPLASM: UTERUS, UNSPECIFIED",2
1389,D27X,BENIGN NEOPLASM OF OVARY,2
1390,D280,BENIGN NEOPLASM: VULVA,2
1391,D281,BENIGN NEOPLASM: VAGINA,2
1392,D282,BENIGN NEOPLASM: UTERINE TUBES AND LIGAMENTS,2
1393,D287,BENIGN NEOPLASM: OTHER SPECIFIED FEMALE GENITAL ORGANS,2
1394,D289,"BENIGN NEOPLASM: FEMALE GENITAL ORGAN, UNSPECIFIED",2
1395,D290,BENIGN NEOPLASM: PENIS,2
1396,D291,BENIGN NEOPLASM: PROSTATE,2
1397,D292,BENIGN NEOPLASM: TESTIS,2
1398,D293,BENIGN NEOPLASM: EPIDIDYMIS,2
1399,D294,BENIGN NEOPLASM: SCROTUM,2
1400,D297,BENIGN NEOPLASM: OTHER MALE GENITAL ORGANS,2
1401,D299,"BENIGN NEOPLASM: MALE GENITAL ORGAN, UNSPECIFIED",2
1402,D300,BENIGN NEOPLASM: KIDNEY,2
1403,D301,BENIGN NEOPLASM: RENAL PELVIS,2
1404,D302,BENIGN NEOPLASM: URETER,2
1405,D303,BENIGN NEOPLASM: BLADDER,2
1406,D304,BENIGN NEOPLASM: URETHRA,2
1407,D307,BENIGN NEOPLASM: OTHER URINARY ORGANS,2
1408,D309,"BENIGN NEOPLASM: URINARY ORGAN, UNSPECIFIED",2
1409,D310,BENIGN NEOPLASM: CONJUNCTIVA,2
1410,D311,BENIGN NEOPLASM: CORNEA,2
1411,D312,BENIGN NEOPLASM: RETINA,2
1412,D313,BENIGN NEOPLASM: CHOROID,2
1413,D314,BENIGN NEOPLASM: CILIARY BODY,2
1414,D315,BENIGN NEOPLASM: LACRIMAL GLAND AND DUCT,2
1415,D316,"BENIGN NEOPLASM: ORBIT, UNSPECIFIED",2
1416,D319,"BENIGN NEOPLASM: EYE, UNSPECIFIED",2
1417,D320,BENIGN NEOPLASM: CEREBRAL MENINGES,2
1418,D321,BENIGN NEOPLASM: SPINAL MENINGES,2
1419,D329,"BENIGN NEOPLASM: MENINGES, UNSPECIFIED",2
1420,D330,"BENIGN NEOPLASM: BRAIN, SUPRATENTORIAL",2
1421,D331,"BENIGN NEOPLASM: BRAIN, INFRATENTORIAL",2
1422,D332,"BENIGN NEOPLASM: BRAIN, UNSPECIFIED",2
1423,D333,BENIGN NEOPLASM: CRANIAL NERVES,2
1424,D334,BENIGN NEOPLASM: SPINAL CORD,2
1425,D337,BENIGN NEOPLASM: OTHER SPECIFIED PARTS OF CENTRAL NERVOUS SYSTEM,2
1426,D339,"BENIGN NEOPLASM: CENTRAL NERVOUS SYSTEM, UNSPECIFIED",2
1427,D34X,BENIGN NEOPLASM OF THYROID GLAND,2
1428,D350,BENIGN NEOPLASM: ADRENAL GLAND,2
1429,D351,BENIGN NEOPLASM: PARATHYROID GLAND,2
1430,D352,BENIGN NEOPLASM: PITUITARY GLAND,2
1431,D353,BENIGN NEOPLASM: CRANIOPHARYNGEAL DUCT,2
1432,D354,BENIGN NEOPLASM: PINEAL GLAND,2
1433,D355,BENIGN NEOPLASM: CAROTID BODY,2
1434,D356,BENIGN NEOPLASM: AORTIC BODY AND OTHER PARAGANGLIA,2
1435,D357,BENIGN NEOPLASM: OTHER SPECIFIED ENDOCRINE GLANDS,2
1436,D358,BENIGN NEOPLASM: PLURIGLANDULAR INVOLVEMENT,2
1437,D359,"BENIGN NEOPLASM: ENDOCRINE GLAND, UNSPECIFIED",2
1438,D360,BENIGN NEOPLASM: LYMPH NODES,2
1439,D361,BENIGN NEOPLASM: PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,2
1440,D367,BENIGN NEOPLASM: OTHER SPECIFIED SITES,2
1441,D369,BENIGN NEOPLASM: BENIGN NEOPLASM OF UNSPECIFIED SITE,2
1442,D370,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: LIP, ORAL CAVITY AND PHARYNX",2
1443,D371,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: STOMACH,2
1444,D372,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: SMALL INTESTINE,2
1445,D373,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: APPENDIX,2
1446,D374,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: COLON,2
1447,D375,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: RECTUM,2
1448,D376,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: LIVER, GALLBLADDER AND BILE DUCTS",2
1449,D377,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: OTHER DIGESTIVE ORGANS,2
1450,D379,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: DIGESTIVE ORGAN, UNSPECIFIED",2
1451,D380,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: LARYNX,2
1452,D381,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: TRACHEA, BRONCHUS AND LUNG",2
1453,D382,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: PLEURA,2
1454,D383,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: MEDIASTINUM,2
1455,D384,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: THYMUS,2
1456,D385,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: OTHER RESPIRATORY ORGANS,2
1457,D386,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: RESPIRATORY ORGAN, UNSPECIFIED",2
1458,D390,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: UTERUS,2
1459,D391,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: OVARY,2
1460,D392,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: PLACENTA,2
1461,D397,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: OTHER FEMALE GENITAL ORGANS,2
1462,D399,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: FEMALE GENITAL ORGAN, UNSPECIFIED",2
1463,D400,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: PROSTATE,2
1464,D401,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: TESTIS,2
1465,D407,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: OTHER MALE GENITAL ORGANS,2
1466,D409,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: MALE GENITAL ORGAN, UNSPECIFIED",2
1467,D410,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: KIDNEY,2
1468,D411,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: RENAL PELVIS,2
1469,D412,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: URETER,2
1470,D413,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: URETHRA,2
1471,D414,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: BLADDER,2
1472,D417,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: OTHER URINARY ORGANS,2
1473,D419,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: URINARY ORGAN, UNSPECIFIED",2
1474,D420,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: CEREBRAL MENINGES,2
1475,D421,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: SPINAL MENINGES,2
1476,D429,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: MENINGES, UNSPECIFIED",2
1477,D430,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: BRAIN, SUPRATENTORIAL",2
1478,D431,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: BRAIN, INFRATENTORIAL",2
1479,D432,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: BRAIN, UNSPECIFIED",2
1480,D433,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: CRANIAL NERVES,2
1481,D434,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: SPINAL CORD,2
1482,D437,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: OTHER PARTS OF CENTRAL NERVOUS SYSTEM,2
1483,D439,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: CENTRAL NERVOUS SYSTEM, UNSPECIFIED",2
1484,D440,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: THYROID GLAND,2
1485,D441,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: ADRENAL GLAND,2
1486,D442,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: PARATHYROID GLAND,2
1487,D443,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: PITUITARY GLAND,2
1488,D444,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: CRANIOPHARYNGEAL DUCT,2
1489,D445,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: PINEAL GLAND,2
1490,D446,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: CAROTID BODY,2
1491,D447,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: AORTIC BODY AND OTHER PARAGANGLIA,2
1492,D448,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: PLURIGLANDULAR INVOLVEMENT,2
1493,D449,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: ENDOCRINE GLAND, UNSPECIFIED",2
1494,D45X,POLYCYTHAEMIA VERA,2
1495,D460,"REFRACTORY ANAEMIA WITHOUT SIDEROBLASTS, SO STATED",2
1496,D461,REFRACTORY ANAEMIA WITH SIDEROBLASTS,2
1497,D462,REFRACTORY ANAEMIA WITH EXCESS OF BLASTS,2
1498,D463,REFRACTORY ANAEMIA WITH EXCESS OF BLASTS WITH TRANSFORMATION,2
1499,D464,"REFRACTORY ANAEMIA, UNSPECIFIED",2
1500,D467,OTHER MYELODYSPLASTIC SYNDROMES,2
1501,D469,"MYELODYSPLASTIC SYNDROME, UNSPECIFIED",2
1502,D470,HISTIOCYTIC AND MAST CELL TUMOURS OF UNCERTAIN AND UNKNOWN BEHAVIOUR,2
1503,D471,CHRONIC MYELOPROLIFERATIVE DISEASE,2
1504,D472,MONOCLONAL GAMMOPATHY,2
1505,D473,ESSENTIAL (HAEMORRHAGIC) THROMBOCYTHAEMIA,2
1506,D477,"OTHER SPECIFIED NEOPLASMS OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF LYMPHOID, HAEMATOPOIETIC AND RELATED TISSUE",2
1507,D479,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF LYMPHOID, HAEMATOPOIETIC AND RELATED TISSUE, UNSPECIFIED",2
1508,D480,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: BONE AND ARTICULAR CARTILAGE,2
1509,D481,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: CONNECTIVE AND OTHER SOFT TISSUE,2
1510,D482,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,2
1511,D483,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: RETROPERITONEUM,2
1512,D484,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: PERITONEUM,2
1513,D485,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: SKIN,2
1514,D486,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: BREAST,2
1515,D487,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: OTHER SPECIFIED SITES,2
1516,D489,"NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR: NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR, UNSPECIFIED",2
1517,D500,IRON DEFICIENCY ANAEMIA SECONDARY TO BLOOD LOSS (CHRONIC),3
1518,D501,SIDEROPENIC DYSPHAGIA,3
1519,D508,OTHER IRON DEFICIENCY ANAEMIAS,3
1520,D509,"IRON DEFICIENCY ANAEMIA, UNSPECIFIED",3
1521,D510,VITAMIN B12 DEFICIENCY ANAEMIA DUE TO INTRINSIC FACTOR DEFICIENCY,3
1522,D511,VITAMIN B12 DEFICIENCY ANAEMIA DUE TO SELECTIVE VITAMIN B12 MALABSORPTION WITH PROTEINURIA,3
1523,D512,TRANSCOBALAMIN II DEFICIENCY,3
1524,D513,OTHER DIETARY VITAMIN B12 DEFICIENCY ANAEMIA,3
1525,D518,OTHER VITAMIN B12 DEFICIENCY ANAEMIAS,3
1526,D519,"VITAMIN B12 DEFICIENCY ANAEMIA, UNSPECIFIED",3
1527,D520,DIETARY FOLATE DEFICIENCY ANAEMIA,3
1528,D521,DRUG-INDUCED FOLATE DEFICIENCY ANAEMIA,3
1529,D528,OTHER FOLATE DEFICIENCY ANAEMIAS,3
1530,D529,"FOLATE DEFICIENCY ANAEMIA, UNSPECIFIED",3
1531,D530,PROTEIN DEFICIENCY ANAEMIA,3
1532,D531,"OTHER MEGALOBLASTIC ANAEMIAS, NOT ELSEWHERE CLASSIFIED",3
1533,D532,SCORBUTIC ANAEMIA,3
1534,D538,OTHER SPECIFIED NUTRITIONAL ANAEMIAS,3
1535,D539,"NUTRITIONAL ANAEMIA, UNSPECIFIED",3
1536,D550,ANAEMIA DUE TO GLUCOSE-6-PHOSPHATE DEHYDROGENASE [G6PD] DEFICIENCY,3
1537,D551,ANAEMIA DUE TO OTHER DISORDERS OF GLUTATHIONE METABOLISM,3
1538,D552,ANAEMIA DUE TO DISORDERS OF GLYCOLYTIC ENZYMES,3
1539,D553,ANAEMIA DUE TO DISORDERS OF NUCLEOTIDE METABOLISM,3
1540,D558,OTHER ANAEMIAS DUE TO ENZYME DISORDERS,3
1541,D559,"ANAEMIA DUE TO ENZYME DISORDER, UNSPECIFIED",3
1542,D560,ALPHA THALASSAEMIA,3
1543,D561,BETA THALASSAEMIA,3
1544,D562,DELTA-BETA THALASSAEMIA,3
1545,D563,THALASSAEMIA TRAIT,3
1546,D564,HEREDITARY PERSISTENCE OF FETAL HAEMOGLOBIN [HPFH],3
1547,D568,OTHER THALASSAEMIAS,3
1548,D569,"THALASSAEMIA, UNSPECIFIED",3
1549,D570,SICKLE-CELL ANAEMIA WITH CRISIS,3
1550,D571,SICKLE-CELL ANAEMIA WITHOUT CRISIS,3
1551,D572,DOUBLE HETEROZYGOUS SICKLING DISORDERS,3
1552,D573,SICKLE-CELL TRAIT,3
1553,D578,OTHER SICKLE-CELL DISORDERS,3
1554,D580,HEREDITARY SPHEROCYTOSIS,3
1555,D581,HEREDITARY ELLIPTOCYTOSIS,3
1556,D582,OTHER HAEMOGLOBINOPATHIES,3
1557,D588,OTHER SPECIFIED HEREDITARY HAEMOLYTIC ANAEMIAS,3
1558,D589,"HEREDITARY HAEMOLYTIC ANAEMIA, UNSPECIFIED",3
1559,D590,DRUG-INDUCED AUTOIMMUNE HAEMOLYTIC ANAEMIA,3
1560,D591,OTHER AUTOIMMUNE HAEMOLYTIC ANAEMIAS,3
1561,D592,DRUG-INDUCED NONAUTOIMMUNE HAEMOLYTIC ANAEMIA,3
1562,D593,HAEMOLYTIC-URAEMIC SYNDROME,3
1563,D594,OTHER NONAUTOIMMUNE HAEMOLYTIC ANAEMIAS,3
1564,D595,PAROXYSMAL NOCTURNAL HAEMOGLOBINURIA [MARCHIAFAVA-MICHELI],3
1565,D596,HAEMOGLOBINURIA DUE TO HAEMOLYSIS FROM OTHER EXTERNAL CAUSES,3
1566,D598,OTHER ACQUIRED HAEMOLYTIC ANAEMIAS,3
1567,D599,"ACQUIRED HAEMOLYTIC ANAEMIA, UNSPECIFIED",3
1568,D600,CHRONIC ACQUIRED PURE RED CELL APLASIA,3
1569,D601,TRANSIENT ACQUIRED PURE RED CELL APLASIA,3
1570,D608,OTHER ACQUIRED PURE RED CELL APLASIAS,3
1571,D609,"ACQUIRED PURE RED CELL APLASIA, UNSPECIFIED",3
1572,D610,CONSTITUTIONAL APLASTIC ANAEMIA,3
1573,D611,DRUG-INDUCED APLASTIC ANAEMIA,3
1574,D612,APLASTIC ANAEMIA DUE TO OTHER EXTERNAL AGENTS,3
1575,D613,IDIOPATHIC APLASTIC ANAEMIA,3
1576,D618,OTHER SPECIFIED APLASTIC ANAEMIAS,3
1577,D619,"APLASTIC ANAEMIA, UNSPECIFIED",3
1578,D62X,ACUTE POSTHAEMORRHAGIC ANAEMIA,3
1579,D630,ANAEMIA IN NEOPLASTIC DISEASE,3
1580,D638,ANAEMIA IN OTHER CHRONIC DISEASES CLASSIFIED ELSEWHERE,3
1581,D640,HEREDITARY SIDEROBLASTIC ANAEMIA,3
1582,D641,SECONDARY SIDEROBLASTIC ANAEMIA DUE TO DISEASE,3
1583,D642,SECONDARY SIDEROBLASTIC ANAEMIA DUE TO DRUGS AND TOXINS,3
1584,D643,OTHER SIDEROBLASTIC ANAEMIAS,3
1585,D644,CONGENITAL DYSERYTHROPOIETIC ANAEMIA,3
1586,D648,OTHER SPECIFIED ANAEMIAS,3
1587,D649,"ANAEMIA, UNSPECIFIED",3
1588,D65X,DISSEMINATED INTRAVASCULAR COAGULATION [DEFIBRINATION SYNDROME],3
1589,D66X,HEREDITARY FACTOR VIII DEFICIENCY,3
1590,D67X,HEREDITARY FACTOR IX DEFICIENCY,3
1591,D680,VON WILLEBRAND'S DISEASE,3
1592,D681,HEREDITARY FACTOR XI DEFICIENCY,3
1593,D682,HEREDITARY DEFICIENCY OF OTHER CLOTTING FACTORS,3
1594,D683,HAEMORRHAGIC DISORDER DUE TO CIRCULATING ANTICOAGULANTS,3
1595,D684,ACQUIRED COAGULATION FACTOR DEFICIENCY,3
1596,D688,OTHER SPECIFIED COAGULATION DEFECTS,3
1597,D689,"COAGULATION DEFECT, UNSPECIFIED",3
1598,D690,ALLERGIC PURPURA,3
1599,D691,QUALITATIVE PLATELET DEFECTS,3
1600,D692,OTHER NONTHROMBOCYTOPENIC PURPURA,3
1601,D693,IDIOPATHIC THROMBOCYTOPENIC PURPURA,3
1602,D694,OTHER PRIMARY THROMBOCYTOPENIA,3
1603,D695,SECONDARY THROMBOCYTOPENIA,3
1604,D696,"THROMBOCYTOPENIA, UNSPECIFIED",3
1605,D698,OTHER SPECIFIED HAEMORRHAGIC CONDITIONS,3
1606,D699,"HAEMORRHAGIC CONDITION, UNSPECIFIED",3
1607,D70X,AGRANULOCYTOSIS,3
1608,D71X,FUNCTIONAL DISORDERS OF POLYMORPHONUCLEAR NEUTROPHILS,3
1609,D720,GENETIC ANOMALIES OF LEUKOCYTES,3
1610,D721,EOSINOPHILIA,3
1611,D728,OTHER SPECIFIED DISORDERS OF WHITE BLOOD CELLS,3
1612,D729,"DISORDER OF WHITE BLOOD CELLS, UNSPECIFIED",3
1613,D730,HYPOSPLENISM,3
1614,D731,HYPERSPLENISM,3
1615,D732,CHRONIC CONGESTIVE SPLENOMEGALY,3
1616,D733,ABSCESS OF SPLEEN,3
1617,D734,CYST OF SPLEEN,3
1618,D735,INFARCTION OF SPLEEN,3
1619,D738,OTHER DISEASES OF SPLEEN,3
1620,D739,"DISEASE OF SPLEEN, UNSPECIFIED",3
1621,D740,CONGENITAL METHAEMOGLOBINAEMIA,3
1622,D748,OTHER METHAEMOGLOBINAEMIAS,3
1623,D749,"METHAEMOGLOBINAEMIA, UNSPECIFIED",3
1624,D750,FAMILIAL ERYTHROCYTOSIS,3
1625,D751,SECONDARY POLYCYTHAEMIA,3
1626,D752,ESSENTIAL THROMBOCYTOSIS,3
1627,D758,OTHER SPECIFIED DISEASES OF BLOOD AND BLOOD-FORMING ORGANS,3
1628,D759,"DISEASE OF BLOOD AND BLOOD-FORMING ORGANS, UNSPECIFIED",3
1629,D760,"LANGERHANS' CELL HISTIOCYTOSIS, NOT ELSEWHERE CLASSIFIED",3
1630,D761,HAEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS,3
1631,D762,"HAEMOPHAGOCYTIC SYNDROME, INFECTION-ASSOCIATED",3
1632,D763,OTHER HISTIOCYTOSIS SYNDROMES,3
1633,D77X,OTHER DISORDERS OF BLOOD AND BLOOD-FORMING ORGANS IN DISEASES CLASSIFIED ELSEWHERE,3
1634,D800,HEREDITARY HYPOGAMMAGLOBULINAEMIA,3
1635,D801,NONFAMILIAL HYPOGAMMAGLOBULINAEMIA,3
1636,D802,SELECTIVE DEFICIENCY OF IMMUNOGLOBULIN A [IGA],3
1637,D803,SELECTIVE DEFICIENCY OF IMMUNOGLOBULIN G [IGG] SUBCLASSES,3
1638,D804,SELECTIVE DEFICIENCY OF IMMUNOGLOBULIN M [IGM],3
1639,D805,IMMUNODEFICIENCY WITH INCREASED IMMUNOGLOBULIN M [IGM],3
1640,D806,ANTIBODY DEFICIENCY WITH NEAR-NORMAL IMMUNOGLOBULINS OR WITH HYPERIMMUNOGLOBULINAEMIA,3
1641,D807,TRANSIENT HYPOGAMMAGLOBULINAEMIA OF INFANCY,3
1642,D808,OTHER IMMUNODEFICIENCIES WITH PREDOMINANTLY ANTIBODY DEFECTS,3
1643,D809,"IMMUNODEFICIENCY WITH PREDOMINANTLY ANTIBODY DEFECTS, UNSPECIFIED",3
1644,D810,SEVERE COMBINED IMMUNODEFICIENCY [SCID] WITH RETICULAR DYSGENESIS,3
1645,D811,SEVERE COMBINED IMMUNODEFICIENCY [SCID] WITH LOW T- AND B-CELL NUMBERS,3
1646,D812,SEVERE COMBINED IMMUNODEFICIENCY [SCID] WITH LOW OR NORMAL B-CELL NUMBERS,3
1647,D813,ADENOSINE DEAMINASE [ADA] DEFICIENCY,3
1648,D814,NEZELOF'S SYNDROME,3
1649,D815,PURINE NUCLEOSIDE PHOSPHORYLASE [PNP] DEFICIENCY,3
1650,D816,MAJOR HISTOCOMPATIBILITY COMPLEX CLASS I DEFICIENCY,3
1651,D817,MAJOR HISTOCOMPATIBILITY COMPLEX CLASS II DEFICIENCY,3
1652,D818,OTHER COMBINED IMMUNODEFICIENCIES,3
1653,D819,"COMBINED IMMUNODEFICIENCY, UNSPECIFIED",3
1654,D820,WISKOTT-ALDRICH SYNDROME,3
1655,D821,DI GEORGE'S SYNDROME,3
1656,D822,IMMUNODEFICIENCY WITH SHORT-LIMBED STATURE,3
1657,D823,IMMUNODEFICIENCY FOLLOWING HEREDITARY DEFECTIVE RESPONSE TO EPSTEIN-BARR VIRUS,3
1658,D824,HYPERIMMUNOGLOBULIN E [IGE] SYNDROME,3
1659,D828,IMMUNODEFICIENCY ASSOCIATED WITH OTHER SPECIFIED MAJOR DEFECTS,3
1660,D829,"IMMUNODEFICIENCY ASSOCIATED WITH MAJOR DEFECT, UNSPECIFIED",3
1661,D830,COMMON VARIABLE IMMUNODEFICIENCY WITH PREDOMINANT ABNORMALITIES OF B-CELL NUMBERS AND FUNCTION,3
1662,D831,COMMON VARIABLE IMMUNODEFICIENCY WITH PREDOMINANT IMMUNOREGULATORY T-CELL DISORDERS,3
1663,D832,COMMON VARIABLE IMMUNODEFICIENCY WITH AUTOANTIBODIES TO B- OR T-CELLS,3
1664,D838,OTHER COMMON VARIABLE IMMUNODEFICIENCIES,3
1665,D839,"COMMON VARIABLE IMMUNODEFICIENCY, UNSPECIFIED",3
1666,D840,LYMPHOCYTE FUNCTION ANTIGEN-1 [LFA-1] DEFECT,3
1667,D841,DEFECTS IN THE COMPLEMENT SYSTEM,3
1668,D848,OTHER SPECIFIED IMMUNODEFICIENCIES,3
1669,D849,"IMMUNODEFICIENCY, UNSPECIFIED",3
1670,D860,SARCOIDOSIS OF LUNG,3
1671,D861,SARCOIDOSIS OF LYMPH NODES,3
1672,D862,SARCOIDOSIS OF LUNG WITH SARCOIDOSIS OF LYMPH NODES,3
1673,D863,SARCOIDOSIS OF SKIN,3
1674,D868,SARCOIDOSIS OF OTHER AND COMBINED SITES,3
1675,D869,"SARCOIDOSIS, UNSPECIFIED",3
1676,D890,POLYCLONAL HYPERGAMMAGLOBULINAEMIA,3
1677,D891,CRYOGLOBULINAEMIA,3
1678,D892,"HYPERGAMMAGLOBULINAEMIA, UNSPECIFIED",3
1679,D898,"OTHER SPECIFIED DISORDERS INVOLVING THE IMMUNE MECHANISM, NOT ELSEWHERE CLASSIFIED",3
1680,D899,"DISORDER INVOLVING THE IMMUNE MECHANISM, UNSPECIFIED",3
1681,E000,"CONGENITAL IODINE-DEFICIENCY SYNDROME, NEUROLOGICAL TYPE",4
1682,E001,"CONGENITAL IODINE-DEFICIENCY SYNDROME, MYXOEDEMATOUS TYPE",4
1683,E002,"CONGENITAL IODINE-DEFICIENCY SYNDROME, MIXED TYPE",4
1684,E009,"CONGENITAL IODINE-DEFICIENCY SYNDROME, UNSPECIFIED",4
1685,E010,IODINE-DEFICIENCY-RELATED DIFFUSE (ENDEMIC) GOITRE,4
1686,E011,IODINE-DEFICIENCY-RELATED MULTINODULAR (ENDEMIC) GOITRE,4
1687,E012,"IODINE-DEFICIENCY-RELATED (ENDEMIC) GOITRE, UNSPECIFIED",4
1688,E018,OTHER IODINE-DEFICIENCY-RELATED THYROID DISORDERS AND ALLIED CONDITIONS,4
1689,E02X,SUBCLINICAL IODINE-DEFICIENCY HYPOTHYROIDISM,4
1690,E030,CONGENITAL HYPOTHYROIDISM WITH DIFFUSE GOITRE,4
1691,E031,CONGENITAL HYPOTHYROIDISM WITHOUT GOITRE,4
1692,E032,HYPOTHYROIDISM DUE TO MEDICAMENTS AND OTHER EXOGENOUS SUBSTANCES,4
1693,E033,POSTINFECTIOUS HYPOTHYROIDISM,4
1694,E034,ATROPHY OF THYROID (ACQUIRED),4
1695,E035,MYXOEDEMA COMA,4
1696,E038,OTHER SPECIFIED HYPOTHYROIDISM,4
1697,E039,"HYPOTHYROIDISM, UNSPECIFIED",4
1698,E040,NONTOXIC DIFFUSE GOITRE,4
1699,E041,NONTOXIC SINGLE THYROID NODULE,4
1700,E042,NONTOXIC MULTINODULAR GOITRE,4
1701,E048,OTHER SPECIFIED NONTOXIC GOITRE,4
1702,E049,"NONTOXIC GOITRE, UNSPECIFIED",4
1703,E050,THYROTOXICOSIS WITH DIFFUSE GOITRE,4
1704,E051,THYROTOXICOSIS WITH TOXIC SINGLE THYROID NODULE,4
1705,E052,THYROTOXICOSIS WITH TOXIC MULTINODULAR GOITRE,4
1706,E053,THYROTOXICOSIS FROM ECTOPIC THYROID TISSUE,4
1707,E054,THYROTOXICOSIS FACTITIA,4
1708,E055,THYROID CRISIS OR STORM,4
1709,E058,OTHER THYROTOXICOSIS,4
1710,E059,"THYROTOXICOSIS, UNSPECIFIED",4
1711,E060,ACUTE THYROIDITIS,4
1712,E061,SUBACUTE THYROIDITIS,4
